AQI_Value,CO_AQI_Value,Ozone_AQI_Value,NO2_AQI_Value,PM2.5_AQI_Value,latitude,Liquefied_Natural_Gas
65,1,30,5,65,49.4833,7.0333
32,0,13,0,32,-9.1619,-40.9708
56,1,22,0,56,-12.8167,28.2
54,1,38,2,54,41.4094,-81.5625
39,1,31,0,39,-24.4167,26.15
61,1,26,2,61,48.5472,22.9861
39,1,39,0,14,59.9133,10.7389
21,1,15,0,21,27.5833,89.8583
55,1,12,11,55,54.3378,-1.4285
111,1,44,0,111,56.7667,43.2333
35,0,13,2,35,-9.4075,-36.0736
62,1,40,0,62,46.0603,6.5786
66,2,32,11,66,34.1644,-84.8009
72,2,21,0,72,0.92,31.76
98,2,29,2,98,-6.3528,108.3242
65,2,28,14,65,39.6432,-86.8418
146,3,35,5,146,23.3333,86.3667
60,1,45,4,60,39.921,-75.261
44,1,43,2,44,34.1234,-116.4216
108,3,23,21,108,34.1879,-118.3235
222,1,62,0,222,26.1542,78.7812
69,1,67,0,69,48.5667,12.1167
30,0,9,2,30,-7.4928,-38.985
163,2,92,0,163,23.5247,80.8372
48,1,31,8,48,41.3079,-81.6192
32,1,32,0,4,57.45,45.7833
37,0,37,0,27,52.5667,6.6167
34,0,34,1,20,60.3861,23.125
73,1,37,2,73,38.2167,15.6333
34,1,28,4,34,51.7319,6.5908
140,1,49,0,140,39.5167,54.3667
44,1,44,0,15,50.95,46.9667
35,1,35,1,33,52.2833,104.2833
52,1,39,3,52,41.1119,-73.8121
35,1,35,0,35,60.65,47.2833
50,1,15,5,50,-37.25,-73.3167
61,0,20,0,61,6.25,-57.5167
56,1,40,4,56,38.7922,-89.9874
57,1,27,0,57,18.5036,-88.3053
45,1,17,3,45,-25.8828,-48.575
53,1,53,1,37,40.9,14.3
57,1,35,2,57,52.2833,11.4167
59,1,27,3,59,47.55,9.3
81,1,37,2,81,47.4925,19.0514
67,1,62,0,67,48.2,11.3167
78,1,27,17,78,35.5833,134.3333
38,1,24,8,38,45.5273,-122.936
47,1,47,1,20,35.8018,-80.2682
53,1,30,0,53,-0.5333,-90.35
32,0,32,0,8,-14.6556,17.6842
22,0,22,0,13,-11.3328,-38.9669
40,1,6,4,40,-26.9333,-49.05
52,1,6,3,52,-20.2408,-56.3778
78,1,47,0,78,45.9333,13.6167
22,0,22,0,14,-21.15,46.5833
75,1,75,0,75,25.6833,32.65
38,0,14,0,38,8.0933,123.485
40,1,35,0,40,52.7167,41.4333
63,1,5,20,63,28.0963,-81.8012
66,1,66,0,47,41.3308,15.7114
45,1,30,8,45,38.2067,-85.2292
35,1,29,4,35,39.4222,-0.3906
66,1,30,6,66,50.8333,4.0167
74,1,40,2,74,45.2333,19.7167
51,1,41,3,51,36.0589,-79.3894
48,1,21,3,48,42.4551,-75.0666
32,1,32,3,22,41.7062,-71.4334
39,1,39,0,22,54.5,37.6667
63,1,30,2,63,48.6933,9.7067
36,1,23,4,36,50.88,-1.03
75,1,21,5,75,45.3333,-79.2167
22,0,19,0,22,-3.6619,33.4231
155,0,28,0,155,23.25,69.67
64,1,47,1,64,44.6153,11.8333
73,1,73,0,40,43.9017,10.6898
39,1,31,3,39,51.1,3.8333
40,1,40,0,22,46.1,-71.3
158,3,158,2,113,29.4774,119.2853
30,1,9,2,30,-22.7558,-51.3789
63,1,40,0,63,46.5961,25.0744
55,1,14,17,55,42.5266,-87.8895
48,1,35,0,48,46.63,31.1
128,3,128,2,116,22.8192,108.315
34,0,34,0,34,53.5667,20.9833
79,1,18,0,79,6.6667,-1.6167
50,1,14,8,50,40.25,-3.7
184,0,16,0,184,-22.4667,-68.9333
150,3,91,1,150,-7.4722,112.4336
18,0,18,0,2,-43.25,-65.3
47,0,27,3,47,50.701,-1.2883
57,1,14,7,57,35.8927,-106.2862
45,1,45,4,32,2.5167,-76.85
46,1,37,1,46,8.5562,77.971
69,1,54,0,69,45.7314,5.0022
31,0,31,2,15,52.3667,5.2167
144,4,36,8,144,25.92,86.792
47,1,19,8,47,40.0248,-105.2524
52,1,26,0,52,53.45,125.8
62,2,32,9,62,33.8185,-84.3254
130,2,130,0,74,22.4707,113.2854
59,1,39,0,59,44.0212,20.456
59,2,29,8,59,44.8333,12.1167
33,1,29,5,33,55.4261,38.265
37,1,27,3,37,36.5919,-121.8808
47,1,22,0,47,10.9,122.7
58,1,33,0,58,9.2822,79.1436
39,0,32,2,39,51.6622,6.4539
38,0,38,0,30,52.3,5.05
35,1,5,4,35,19.627,-103.417
38,1,38,1,38,42.2543,-88.8649
82,1,9,2,82,10.8333,-72.8333
172,9,18,12,172,-26.8667,26.6667
77,2,9,22,77,42.0308,-88.0838
152,1,32,0,152,20.7944,76.6944
46,1,46,1,30,35.6302,139.1113
57,2,12,7,57,42.1972,-71.8453
40,1,40,0,30,53.1667,48.4667
53,1,30,0,53,17.0853,120.4553
37,1,37,0,20,26.7469,-80.132
40,1,40,0,21,46.8711,-1.0136
69,1,42,1,69,48.5706,19.1175
58,1,56,2,58,41.05,16.9167
30,1,30,0,27,14.1797,122.3919
26,1,5,0,26,-3.3,-60.6206
91,2,29,1,91,-4.5911,15.1703
36,1,36,0,33,42.0383,-88.324
50,1,11,0,50,20.6736,105.5311
41,1,41,2,38,42.9189,10.7614
36,0,36,0,18,37.4833,-2.7667
51,1,41,2,51,41.0279,-81.7323
37,0,33,1,37,52.3194,9.6556
32,1,32,0,11,67.8489,20.3028
69,1,49,0,69,49.0167,13.2333
53,1,30,5,53,33.1088,-96.6735
77,2,32,6,77,34.7184,137.5316
26,0,26,0,8,-37.8333,147.6167
28,0,28,0,17,58.5333,15.0333
42,1,34,0,42,16.9833,122.0167
61,1,25,0,61,-0.2333,100.6333
45,1,18,5,45,44.7088,-75.4717
55,1,47,3,55,34.3722,132.536
157,4,17,2,157,-1.7,29.25
198,12,29,8,198,-8.1833,15.3667
73,1,73,3,33,33.7842,-84.3272
30,1,30,2,26,43.9667,-78.1667
51,1,30,9,51,42.2774,-83.3877
58,1,17,3,58,42.3,-1.9667
15,1,3,1,15,-11.4186,-75.6908
48,1,48,3,22,36.0191,139.6769
50,1,27,5,50,55.9833,37.9333
56,1,29,0,56,9.7667,1.1
60,2,30,7,60,45.4375,12.1329
80,1,36,2,80,51.4333,14.25
31,1,31,2,23,51.9333,6.5833
66,2,1,11,66,-38.5167,-72.45
75,2,37,0,75,-3.7956,102.2592
55,2,24,13,55,39.1465,-77.0715
12,0,8,12,7,40.2457,-111.6457
86,1,46,1,86,42.9073,23.7937
29,0,29,0,15,-21.1411,149.1858
24,1,13,2,24,-29.2358,-51.87
37,1,37,1,30,51.85,4.3333
107,2,15,2,107,-1.2864,36.8172
50,1,31,3,50,50.9789,6.2678
38,1,24,0,38,-23.8667,35.35
52,1,32,4,52,37.5553,-122.2659
25,0,13,0,25,-11.3808,-40.0128
29,1,27,6,29,44.9233,-123.0244
54,1,8,1,54,-22.7322,-64.3425
43,1,43,0,23,55.1167,80.9667
40,1,38,6,40,38.7773,-77.2633
19,0,17,0,19,-31.4,-58.0333
68,1,64,0,68,48.2833,11.9
58,2,30,13,58,41.7495,-87.8345
45,1,14,12,45,27.0444,-82.4155
42,1,42,0,10,36.115,137.9534
66,1,41,1,66,50.1667,12.1333
53,1,18,14,53,-32.7167,151.55
47,1,44,2,47,39.2867,141.1132
59,2,36,5,59,45.6167,11.35
125,1,39,1,125,23.8333,91.2833
77,1,47,0,77,45.9558,13.6433
58,2,22,12,58,39.1057,-77.5544
61,1,36,3,61,45.6333,9.2667
45,2,45,6,45,30.6782,-88.1162
89,1,27,6,89,14.6667,-89.5
67,1,47,1,67,37.3103,137.1477
35,1,35,2,26,34.9739,133.4731
84,1,26,1,84,16.0439,120.4856
77,1,49,3,77,37.0711,-88.644
37,1,19,0,37,8.5,-74.6667
36,1,36,0,4,60.5,22.4497
78,3,54,5,78,41.1066,122.9895
29,0,25,1,29,30.0613,-95.383
61,1,32,4,61,50.6667,5.7333
46,1,27,10,46,42.0513,-71.3552
161,0,21,3,161,10.5667,-61.1333
79,1,19,0,79,6.55,-0.7667
50,1,30,7,50,42.5367,-83.1504
44,2,26,1,44,14.0762,5.9586
19,0,16,0,19,-9.25,33.65
187,2,129,0,187,25.5089,85.1939
44,1,28,3,44,51.3167,6.9667
70,1,46,0,70,49.9833,20.4333
45,1,4,3,45,-25.75,-53.0569
67,1,37,4,67,45.55,9.0667
58,1,30,6,58,50.9103,4.4367
101,1,49,1,101,39.8525,3.1192
50,1,32,2,50,43.4611,1.3267
37,1,37,0,27,56.2817,90.5039
46,1,46,0,12,57.05,9.9167
39,1,39,1,38,42.3364,-88.9975
62,1,44,1,62,59.4333,29.4833
48,1,48,0,40,37.3833,14.3667
92,2,16,5,92,-12.5208,-76.7369
82,2,18,30,82,40.9025,-74.0634
56,1,17,0,56,9.4075,-0.8533
61,1,23,0,61,11.3,124.6833
49,1,25,0,49,13.3167,123.7333
101,0,33,0,101,14.75,79.05
64,1,64,0,52,40.6167,14.9833
43,1,43,2,42,36.2235,-115.9974
116,3,5,13,116,4.7167,-74.2167
43,1,23,0,43,-0.4569,39.6583
89,2,85,3,89,30.5333,120.6833
52,1,24,3,52,50.3011,7.6056
46,1,24,3,46,29.9058,-90.1434
46,1,26,0,46,9.9781,-84.1879
60,1,38,1,60,44.5833,10.7333
39,1,31,4,39,38.2975,-122.301
24,1,24,0,5,62.4709,-114.4053
50,1,32,4,50,45.137,12.0817
84,2,41,7,84,38.7296,-90.1268
57,1,57,0,49,41.2667,16.4167
46,1,33,3,46,37.8722,-122.276
49,1,25,3,49,50.6825,8.3061
25,0,25,0,21,13.55,78.5
24,1,13,0,24,-24.9389,-51.8628
106,2,41,1,106,49.7833,129.4167
16,1,10,1,16,8.5008,-75.5072
83,2,28,17,83,34.1247,-117.5667
65,2,23,1,65,13.0,15.7333
35,0,33,1,35,52.3167,6.9333
24,0,23,0,24,21.392,-157.7396
35,1,35,0,21,54.6667,21.0833
45,1,21,1,45,-27.0949,-48.9148
85,1,41,3,85,46.2358,15.2675
53,1,40,4,53,45.1112,-93.3505
23,0,20,0,23,-1.195,-46.02
44,1,12,2,44,-20.4158,-42.9089
112,1,34,4,112,45.8103,9.0861
89,1,9,14,89,25.665,-80.3042
29,0,24,3,29,29.8554,-93.9264
59,1,59,0,46,40.5833,17.1167
71,1,17,1,71,-1.5167,37.2667
40,0,29,1,40,39.75,-8.9333
37,1,37,0,37,50.7375,2.7339
500,1,43,2,487,30.19,74.499
32,1,19,8,32,45.3075,-122.9601
78,1,27,0,78,11.0,-72.75
51,1,18,10,51,40.6137,-111.8144
93,2,17,7,93,10.6204,-84.512
80,2,17,4,80,14.9,100.3167
99,3,20,19,99,51.4791,-0.6095
66,2,9,20,66,22.4069,-79.9649
29,0,29,1,5,60.95,25.9333
76,1,70,2,76,40.7432,-77.9403
45,1,45,2,16,40.8667,14.5333
392,23,37,18,392,-6.4167,20.8
112,1,29,2,112,17.2473,80.1514
45,1,31,8,45,40.2046,-74.6765
35,1,35,0,24,54.6167,18.35
156,4,3,11,156,-23.2642,-47.2992
24,0,21,8,24,-27.0667,152.967
51,0,36,0,51,-32.5289,115.7231
14,0,14,0,12,-11.6408,-42.0108
33,2,18,1,33,57.8667,114.2
35,1,35,0,18,60.5667,27.2
36,0,24,0,36,-7.9167,39.65
64,1,59,0,64,49.55,8.6667
48,1,38,0,48,51.85,40.8
101,2,101,2,79,23.7333,109.2333
172,7,17,9,172,6.455,3.3841
68,0,19,0,68,16.8711,99.125
70,2,15,0,70,2.4,20.42
50,1,20,11,50,45.367,-122.6399
66,1,25,6,66,53.0833,8.8
49,1,39,1,49,51.3833,5.7167
46,1,46,4,37,33.9523,-83.9932
48,1,33,1,48,55.4167,42.5333
72,2,3,12,72,39.8643,-84.307
133,4,23,3,133,7.84,4.486
38,1,38,0,19,45.3908,47.3658
34,0,28,3,34,50.9333,4.3333
49,1,38,1,49,50.4692,2.9936
33,0,33,0,13,33.2167,132.5667
55,1,28,4,55,52.3167,10.6667
29,1,29,2,14,41.7463,-70.0676
42,1,31,3,42,51.145,5.7403
72,2,40,10,72,40.8663,-73.2164
39,1,39,0,13,50.118,32.4396
81,1,22,1,81,11.3778,-72.2389
81,2,15,19,81,33.6209,-84.359
33,1,8,16,33,49.6408,-1.5789
66,0,22,0,66,17.6231,100.0958
76,2,76,2,38,32.1043,-81.2569
120,1,37,0,120,41.0167,70.1436
33,0,33,1,27,51.65,4.6
33,1,30,1,33,52.563,-1.822
90,2,5,15,90,19.12,-70.3
39,1,26,6,39,47.8115,-122.3533
67,1,23,5,67,48.8123,2.2382
23,1,23,3,20,47.5158,10.2811
54,1,18,0,54,7.3333,-2.3333
50,1,35,0,50,42.9981,21.9461
37,1,37,1,23,52.6256,10.0825
37,1,29,1,37,50.62,-3.413
18,1,14,0,18,7.7578,-76.6553
32,1,32,2,30,51.0333,6.9833
205,41,9,25,205,-26.2672,28.1219
36,0,36,0,34,53.1692,7.3564
186,2,98,1,186,46.9333,7.4833
35,1,35,2,30,41.6692,-70.2005
34,1,34,1,8,60.3944,25.6639
40,1,40,4,25,41.5903,-81.5188
53,1,47,0,53,50.8333,12.9167
32,1,31,1,32,47.5458,9.6833
51,1,29,3,51,49.2833,7.2333
29,1,27,6,29,42.5129,-70.9021
61,1,28,3,61,11.4025,-84.9003
60,0,24,1,60,10.9057,76.9634
22,0,14,2,22,-33.1833,-68.4667
52,1,52,2,47,33.7333,130.4667
65,1,65,1,30,36.6853,139.9664
33,1,17,4,33,37.6167,-4.3167
169,1,169,3,156,25.3575,55.3908
32,0,32,1,20,52.5167,8.0667
49,1,49,0,47,35.8725,14.5228
64,2,29,8,64,51.8167,9.8667
39,1,39,0,37,40.8333,35.65
44,1,44,0,36,35.5333,135.2
36,1,36,1,28,50.1833,27.0667
54,1,31,6,54,37.6375,-77.5062
113,1,15,2,113,15.6167,-13.3333
40,1,40,5,33,35.8731,-84.1821
36,1,36,3,15,52.996,-0.413
65,1,47,1,65,44.7,11.8
49,1,34,4,49,35.5069,-98.9706
26,1,26,1,22,14.9714,75.0366
60,1,46,5,60,40.6678,-73.4922
56,1,56,1,35,43.9686,25.3333
50,1,31,1,50,-6.8353,108.2278
46,0,30,2,46,52.4231,10.7872
42,1,18,1,42,11.8564,-86.2403
32,0,32,0,7,25.0781,-77.3386
72,1,24,3,72,48.2119,9.0239
46,1,11,3,46,17.655,-99.674
44,1,40,1,44,52.974,-0.0214
44,1,10,5,44,31.1833,-111.0
29,0,29,2,25,49.25,8.8833
35,1,29,5,35,51.9667,4.95
69,1,39,1,69,45.3444,19.0025
37,0,32,2,37,51.9167,6.0667
120,3,114,3,120,38.074,116.57
48,1,13,2,48,-19.5,-42.5333
56,1,30,1,56,45.1667,18.0167
33,1,33,4,16,53.691,-1.312
70,2,20,10,70,38.7308,-120.7979
32,1,32,0,17,61.6833,27.2667
45,1,32,7,45,39.2592,-119.5653
193,9,16,29,193,-6.2349,106.9923
47,1,30,3,47,50.9662,5.5021
58,1,28,4,58,42.2749,-88.1359
81,1,24,2,81,34.6175,-98.4202
24,1,8,1,24,-3.9833,-79.35
54,1,21,4,54,8.9833,-79.5167
73,1,45,1,73,41.3289,19.8178
32,1,32,0,14,-19.5658,18.1036
36,1,9,4,36,-7.875,-35.45
26,1,26,5,18,51.947,-0.283
48,1,48,1,25,38.1667,13.1
107,3,20,10,107,20.2833,-99.0153
81,2,10,29,81,41.6284,-87.5979
86,2,18,4,86,9.3856,76.5756
34,1,33,5,34,42.2802,-83.1782
49,1,38,2,49,41.8086,-88.3414
51,1,30,9,51,41.0993,-80.6463
41,1,18,1,41,-10.6744,-77.8186
106,2,14,4,106,37.8548,-122.0136
56,1,34,1,56,43.1064,-89.5059
44,1,39,0,44,44.5183,3.5006
37,1,37,1,28,51.4833,3.95
56,1,46,0,56,31.28,74.86
36,1,27,4,36,34.1478,-116.0659
109,4,3,6,109,-3.797,103.522
52,2,27,10,52,38.7605,-77.098
76,1,37,2,76,44.3531,11.7147
29,0,23,0,29,-11.71,-47.7228
95,3,13,25,95,39.8837,-105.0624
39,0,34,1,39,51.9539,7.9933
65,1,28,15,65,38.8059,-94.2652
58,1,43,6,58,40.7893,-74.2628
41,1,6,1,41,-29.9897,-51.0833
27,1,17,0,27,-17.85,25.8667
43,1,43,0,24,42.0411,13.4397
35,1,29,3,35,43.3095,-6.4922
60,2,15,1,60,7.0833,-2.0167
96,1,29,1,96,6.8664,101.2508
131,3,24,7,131,-23.5278,-46.9028
26,1,14,0,26,-1.7667,33.9667
18,0,18,0,14,-37.8294,140.7828
37,1,22,4,37,50.6625,5.52
64,1,31,0,64,-33.25,-68.15
67,1,36,4,67,52.9999,9.1732
67,1,40,1,67,51.1333,13.5833
82,1,35,1,82,51.05,21.0667
21,0,7,1,21,-15.1019,-44.0919
46,1,46,2,35,42.2705,-71.8079
50,1,22,7,50,51.5333,5.9833
48,1,29,6,48,42.4786,-83.4893
53,1,38,2,53,50.7631,4.3086
25,1,3,0,25,-6.05,-77.1417
37,1,37,2,17,47.0833,39.5667
86,1,48,1,86,38.6306,27.4222
24,0,20,0,24,14.4167,-91.1833
155,2,44,6,155,28.8918,105.4409
174,4,173,2,174,25.5436,86.564
14,0,14,0,13,-9.3928,-40.5078
53,2,1,0,53,5.7333,19.0833
41,1,27,5,41,52.2667,4.5
28,0,28,3,24,51.7978,0.6373
156,2,77,0,156,19.2023,84.6145
222,5,222,7,163,35.8272,50.9489
56,1,37,4,56,49.4944,10.7947
72,2,20,18,72,40.8192,-74.1571
27,0,27,0,20,21.46,95.3883
53,1,48,1,53,41.35,16.1
64,1,45,6,64,40.6961,-74.2286
38,1,23,3,38,50.6128,3.0144
65,1,20,4,65,8.8792,-79.7822
50,1,50,0,37,34.9167,33.6333
58,1,37,3,58,33.6536,-116.2785
500,3,143,4,428,25.1905,87.2595
44,1,26,2,44,47.7356,8.7767
39,1,5,2,39,-3.9278,-41.7089
59,1,17,0,59,2.4167,30.9875
42,1,21,3,42,47.3167,7.9167
42,1,12,0,42,-14.72,-56.3278
40,1,25,3,40,48.6239,8.7472
16,0,10,1,16,-14.2039,-41.665
163,3,160,1,163,29.98,76.58
39,1,15,0,39,42.4589,-6.0633
23,0,23,0,18,-14.9081,-42.8103
72,1,24,3,72,33.6688,-95.546
65,1,65,0,41,39.9333,18.3667
43,0,32,0,43,-17.7833,15.6995
86,2,34,5,86,44.8015,10.328
72,2,27,3,72,6.2592,102.0531
39,0,30,0,39,-20.1644,57.5042
51,2,31,5,51,32.537,-94.3515
46,1,29,0,46,16.3,-92.6
23,0,21,0,23,-19.68,47.33
117,2,40,5,117,16.9839,77.7193
60,1,10,2,60,-22.7089,-52.6169
62,1,38,3,62,45.95,12.65
52,1,43,2,52,35.15,139.6167
50,1,27,5,50,34.8558,136.4517
58,1,37,0,58,48.8267,58.1442
47,1,32,5,47,50.8058,-1.0872
74,0,32,0,74,51.6159,-3.4175
64,3,17,1,64,-2.85,30.3333
48,1,48,1,30,40.8,14.35
59,1,36,3,59,50.8161,7.1556
38,1,25,0,38,45.9333,133.7333
81,0,30,0,81,12.9728,79.284
52,1,30,1,52,52.7833,6.9
38,0,38,0,36,52.7,5.3
45,1,41,10,45,41.3398,-72.6278
27,0,27,0,17,-30.3022,153.1189
47,1,30,7,47,42.3586,-71.3594
113,1,28,2,113,47.3167,8.8
47,1,47,1,27,40.7,17.3333
33,1,28,2,33,39.9833,-4.2814
50,1,20,5,50,51.459,-2.116
36,1,33,3,36,51.25,5.7
31,0,20,1,31,-10.4528,-36.6508
500,133,0,53,500,37.2659,-107.8781
24,0,24,0,15,-9.71,-35.895
71,4,41,4,71,26.2456,105.934
21,0,16,0,21,12.25,104.6667
168,3,168,5,99,27.9814,116.3577
51,1,43,1,51,47.8753,-3.9189
169,1,32,0,169,20.5167,-13.05
26,1,8,4,26,10.2667,125.1833
36,1,36,0,33,55.4833,60.2167
63,1,24,2,63,46.5167,6.5
72,2,15,16,72,42.6832,-71.301
65,1,65,2,45,35.4285,140.2881
37,1,27,8,37,33.6073,-111.7398
142,1,31,2,142,47.3167,5.0167
83,3,2,17,83,39.8651,-105.0154
54,1,31,6,54,34.0378,-80.9036
38,1,38,0,14,56.8547,40.5411
99,2,99,0,40,26.2817,127.7783
30,1,30,2,26,39.5,-0.3522
33,1,11,1,33,-20.6039,-41.185
79,3,8,10,79,-32.4331,-63.2475
42,1,41,2,42,37.2043,-77.3913
66,1,55,0,66,47.8067,7.1758
178,4,178,1,168,30.07,75.98
67,1,25,2,67,14.9667,120.6833
49,2,21,5,49,46.7221,-92.4923
47,1,47,0,23,34.55,135.6
50,1,36,3,50,42.3589,-71.3001
45,1,14,2,45,-19.5389,-40.6308
40,1,40,0,9,55.0667,57.55
79,2,31,12,79,34.5814,-117.4397
84,3,16,10,84,48.7145,2.2457
48,1,35,4,48,39.161,-75.5202
61,3,21,0,61,2.3,111.8167
167,3,148,1,167,31.3342,73.4194
69,2,31,5,69,32.91,-96.6304
50,1,48,3,50,34.3914,132.4519
30,0,25,3,30,51.7,5.9667
35,1,28,6,35,50.119,-5.537
51,1,35,3,51,33.8362,-116.4642
58,2,1,5,58,20.9092,-103.9803
75,2,26,0,75,1.0806,34.175
164,5,50,15,164,31.1289,104.395
88,4,27,7,88,23.2445,111.5342
64,1,33,4,64,51.0333,7.65
70,2,20,10,70,42.725,-92.4708
64,1,38,2,64,48.2667,12.15
57,2,12,7,57,41.3666,-85.0559
62,1,13,6,62,25.4333,-100.1333
39,1,39,0,27,36.4889,36.1944
38,1,1,0,38,-12.6,-69.1833
50,1,38,4,50,40.0437,-84.2186
83,2,11,4,83,-29.4669,-51.9608
49,1,12,7,49,30.5252,-92.0816
42,1,33,5,42,42.9955,-84.176
58,1,10,9,58,30.442,-91.1311
77,1,43,4,77,45.5972,9.13
11,0,11,0,7,-42.7667,-65.05
55,2,27,11,55,40.4455,-74.3783
54,1,37,4,54,47.8667,11.4667
43,1,35,1,43,53.3042,-1.1244
109,2,109,0,109,22.7583,121.1444
73,3,33,1,73,0.4578,33.48
119,3,14,2,119,37.5952,-120.962
40,1,35,0,40,56.6667,22.5
56,2,19,0,56,3.9833,13.1667
121,2,27,4,121,16.73,75.07
48,1,39,1,48,51.2667,5.0667
36,0,29,2,36,51.8,11.7333
30,1,30,0,25,51.1178,133.0241
83,2,21,20,83,36.1669,136.2314
45,1,41,10,45,40.7586,-74.4169
53,2,16,1,53,-20.9389,29.0186
32,1,32,7,27,41.6697,-70.9428
53,1,17,0,53,13.3004,-4.9
52,1,24,3,52,56.2833,37.4667
72,2,35,5,72,50.0833,8.45
33,1,31,7,33,39.3642,-76.5175
49,1,26,3,49,50.8833,8.0167
23,1,23,0,23,-23.1167,47.5667
32,1,32,1,29,57.3825,41.2861
31,1,21,3,31,16.8567,120.7933
37,1,37,1,35,56.116,-3.793
55,1,18,3,55,-31.4167,-60.9333
35,1,35,3,18,53.692,-2.697
39,1,39,0,36,37.8191,140.563
153,1,25,1,153,38.3167,69.05
81,2,53,5,81,30.0444,31.2358
74,1,16,0,74,13.6739,-6.075
54,2,33,6,54,43.4688,-88.8309
51,1,45,1,51,41.1559,-73.8564
25,0,13,0,25,-3.0189,-41.1369
70,2,3,7,70,18.4764,-69.8933
89,1,40,0,89,40.3217,44.4814
63,1,59,0,63,48.1,9.7833
76,2,36,7,76,42.1905,-122.6992
42,1,38,3,42,44.5,12.05
35,1,33,0,35,59.05,57.6667
47,1,47,6,42,37.2119,-95.7327
51,1,41,3,51,35.6538,-88.8354
41,1,23,2,41,50.1058,1.8358
54,1,34,0,54,49.7667,-94.4833
92,1,35,4,92,45.7808,12.4928
95,4,16,2,95,0.3981,32.4781
87,4,5,39,87,46.2167,-63.0893
59,2,19,17,59,41.5113,-72.9036
69,1,45,2,69,44.1167,8.25
51,1,13,10,51,52.898,-1.271
79,2,7,18,79,34.1353,-84.3139
54,1,31,2,54,44.2493,-85.4164
18,0,3,2,18,-15.4833,-70.1333
49,1,23,1,49,17.3331,120.4944
100,3,37,10,100,40.6127,141.2059
74,1,4,4,74,15.4431,120.7289
184,7,0,30,184,23.13,113.26
21,1,11,0,21,3.3,117.6333
57,1,24,0,57,13.9222,-86.1253
48,1,48,2,34,41.9544,12.0742
80,1,36,4,80,50.2667,19.0167
438,1,56,1,383,30.9639,73.9803
85,2,8,9,85,31.4624,-83.5203
63,1,23,1,63,-21.7939,-48.1758
35,0,35,1,22,53.1436,0.3428
72,1,24,3,72,39.6148,-87.6903
60,2,28,6,60,37.2254,-80.0072
39,1,15,2,39,-34.4588,-58.9142
173,1,36,0,173,22.08,79.53
41,0,35,1,41,51.3589,1.4394
74,1,74,1,35,35.4981,140.1154
38,1,32,1,38,47.6681,19.6697
46,1,2,0,46,-4.085,-63.1408
55,1,43,1,55,50.8961,14.8072
60,1,26,0,60,1.865,9.77
72,2,20,11,72,52.1333,8.5667
57,1,50,0,57,45.0775,-64.4958
51,1,22,5,51,50.2944,4.1014
51,1,42,2,51,44.8161,-92.9274
18,0,9,2,18,-38.2167,175.8667
119,3,1,15,119,18.85,-99.2333
52,1,52,4,50,35.6348,139.5787
53,1,28,9,53,41.3645,-72.7768
323,1,54,0,268,25.4252,83.8201
58,1,25,9,58,55.7622,37.8567
56,1,12,4,56,-26.4128,-49.0728
51,1,28,3,51,49.1518,9.2857
92,2,92,2,77,28.3797,121.3718
32,1,32,1,15,47.1279,-119.2759
123,4,3,41,123,33.9663,-118.155
43,1,25,2,43,47.4989,8.7286
18,0,18,0,6,-9.4319,159.9556
150,3,133,9,150,32.3912,119.4363
50,1,22,7,50,34.3962,-119.5118
38,1,38,1,16,43.2078,-2.8861
42,1,42,2,40,38.7709,-77.4429
78,6,17,3,78,-2.4697,29.5814
72,1,72,3,39,32.5961,-83.6527
58,1,39,2,58,70.767,97.5
44,1,39,1,44,43.6281,-95.599
70,2,11,16,70,36.1065,-80.0842
50,1,20,3,50,40.5632,-90.0409
51,1,34,1,51,38.8136,-97.6143
38,1,38,1,34,42.3,25.9333
36,1,25,4,36,41.4744,1.9305
69,2,36,6,69,39.327,-82.0987
41,1,41,2,15,40.8,14.55
79,2,7,18,79,42.2412,-71.0844
38,0,34,1,38,52.1333,8.4833
40,1,35,1,40,47.9597,26.3997
43,1,39,3,43,34.5167,135.45
34,1,34,2,31,51.35,9.4667
76,1,24,0,76,17.0,99.8167
41,1,41,0,30,45.4575,28.2711
52,1,2,2,52,-20.5389,-47.4008
52,0,21,0,52,4.933,-52.33
47,2,47,2,44,37.1653,122.4867
127,4,6,46,127,33.98,-118.2167
134,3,4,15,134,-34.0647,-70.7264
46,1,46,0,39,38.6753,16.0959
21,0,12,1,21,-8.5408,-37.6903
156,2,132,1,156,31.16,74.66
51,1,32,0,51,5.7731,101.0725
73,2,40,10,73,40.8467,-73.1522
55,1,55,0,42,40.8,17.1333
55,1,39,3,55,38.1924,-84.8643
53,1,10,1,53,2.7603,-76.6339
49,1,12,11,49,53.5344,-113.4903
197,4,197,3,155,-6.175,106.8275
44,1,6,2,44,-3.8544,-40.9211
67,1,67,0,45,43.8667,11.1667
27,1,21,0,27,8.0333,-2.8
82,3,2,8,82,-22.8472,-45.23
41,1,41,0,28,56.8167,61.3333
56,1,44,3,56,35.7876,139.9032
79,2,5,13,79,14.95,120.9667
34,1,34,0,15,58.521,31.2758
156,3,63,2,156,22.12,84.03
58,1,27,6,58,53.4794,-2.2453
32,0,32,0,10,-24.8661,152.3494
127,4,4,37,127,34.0497,-118.1326
66,1,35,2,66,45.85,8.8333
57,1,23,0,57,6.7667,125.1833
97,2,42,7,97,31.8,34.65
41,1,34,0,41,41.0333,37.5
34,0,29,1,34,52.2,8.8
